Date,Agric,Food,Soda,Beer,Smoke,Toys,Fun,Books,Hshld,Clths,Hlth,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach,ElcEq,Autos,Aero,Ships,Guns,Gold,Mines,Coal,Oil,Util,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin,Other,Rf,Rm
195209,-6.27,-1.07,,-12.59,0.09,-2.85,-1.14,-0.84,-0.9,-1.03,,-1.58,-4.4,-1.7,-4.24,-5.58,-1.6,-6.43,-3.85,,-1.68,2.26,-0.94,-1.79,-1.3,,,-2.48,0.53,-4.36,0.35,-0.34,-0.18,-1,-1.26,,-4.1,-0.25,-6.17,-0.24,-1.89,-4.11,-0.57,1.21,1.1,1.57,3.9,-1.18,0.89,0.1968,-1.91469
195210,-4.88,-1.27,,-2.33,6.61,-0.92,-7.15,0.11,0.99,-3.17,,-5.25,-0.97,-2.08,-2.44,-7.16,-2.11,0.36,-1.56,,-1.98,-0.59,1.32,1.75,-1.18,,,-4.98,-2.13,0.41,0.49,0.92,2.88,0.4,-0.87,,4.04,-5.49,0.37,-1.81,0.53,1.29,-1.26,-0.58,-2.37,-3.03,-2.65,-4.36,-5.77,0.189,-0.5309009
195211,2.75,5.02,,9.65,8.03,5.38,9.45,6.5,5.26,7.31,,4.68,7.57,10.11,7.46,5.79,7.32,3.16,7.81,,7.28,10.53,7.51,5.13,6.71,,,6.13,9.68,1.97,5.19,4.07,-2.93,1.64,5.23,,13.59,5.98,5.55,8.56,7.44,4.27,4.62,0.11,8.84,8.95,4.94,6.35,8.29,0.118,5.934718
195212,1.87,1.52,,-0.46,0.44,4.89,6.87,2.12,1.16,0.55,,1.03,-2.33,1.67,-0.62,4.24,2.75,1.98,4.22,,2.37,2.53,7.06,3.23,0.71,,,2.12,-1.82,4.64,1.79,0.88,-1.88,2.54,3.81,,4.68,1.65,-0.54,3.23,3.76,2.04,1.24,5.11,1.73,-0.41,7.85,8.34,0.34,0.1861,3.106571
195301,-1.05,3.09,,0.31,4.33,1.96,0.12,2.9,0.64,0.48,,-6.01,-5.01,0.2,2.19,-2.76,1,-0.44,1.42,,-0.16,-3.36,-0.44,7.82,4.08,,,-0.26,2.05,-3.06,0.94,1.02,1.75,2.93,0.12,,-1.76,0.05,-0.64,-1.38,1.74,-0.1,0.87,3.38,1.01,1.98,3.48,-1.81,2.29,0.197,-0.1644253
195302,-5.54,1.29,,0.2,5.64,2.08,4.43,7.38,-0.67,3.78,,3.42,1.93,-2.63,-0.17,1.63,0.04,0.11,-0.39,,-0.68,0.34,-1.17,1.45,1.91,,,3.29,-0.59,0.34,0.41,-0.43,0.11,1.26,0.9,,-4.79,2.05,-4.03,1.62,-1.16,-1.51,-0.09,2.95,0.19,-2.48,0.24,0.22,-2.08,0.1351,-0.1820268
195303,4,-0.93,,-1.57,-4.45,7.09,4.45,-0.68,-0.57,-2.12,,1.09,-0.32,0.07,-0.94,-4.92,-0.26,-1.78,-4.72,,-0.7,-1.63,-4.55,-5.7,-1.58,,,-3.95,-6.58,-0.48,0.14,-0.43,4.41,0.3,-0.14,,5.3,0.39,-5.75,-0.82,-2.37,-1.6,-0.47,1.3,-1.2,-1.04,2.63,3.43,2.8,0.2046,-1.286202
195304,-3.54,-0.28,,-3.71,4.87,-2.65,-2.52,0.73,-3.3,-1.26,,-4.92,-5.41,-3.34,-1,-2.78,-2.07,-2.88,-2.04,,-1.76,0.81,-2.06,-4.22,-3.85,,,-2.01,-6.8,-5.16,-3.2,-1.04,0.45,-4.13,-5.74,,-3.11,0.96,-3.44,-2.07,-2.91,-3.16,-0.66,-0.89,-3.33,-3.26,-1.42,-6.34,-1.5,0.1441,-2.770464
195305,-0.42,0.42,,0.8,-0.34,3.64,-0.83,-1.03,0.08,0.56,,0.64,-0.13,0.02,1.82,-0.39,0.06,1.56,0.04,,-0.38,0.99,-0.24,2.69,3.74,,,-1.86,-0.33,1.87,0.03,0.36,9.62,1.58,2.36,,4.69,-2.08,-0.96,1.53,2.78,0.22,1.57,-0.12,1.44,-5.52,2.98,2.09,2.28,0.1915,0.6921144
195306,2.41,-1.93,,-0.93,1.74,-5.37,-1.1,-4.64,-4.72,-1.53,,-1.22,-3.58,-1.26,1.18,-0.37,-4.46,-4.71,-2.8,,-4.15,-1.89,-2.99,-3,-3.97,,,-3.99,-3.45,-0.03,-3.06,0.5,2.8,-2.07,-2.92,,-4.48,-0.56,-4.03,-0.6,-1.25,-6.22,-1.95,-3.4,-3.65,-0.97,-3.11,-2.98,-2.19,0.2714,-1.637693
195307,1.4,2.57,,3.66,4.47,3.14,3.17,-1.5,5.59,0.16,,6.57,3.26,2.75,1.97,1.36,2.4,1.76,3.34,,0.62,2.42,0.6,-0.32,0.65,,,1.16,0.42,3.97,3.37,0.94,-0.9,0.37,1.75,,2.45,1.74,0.8,3.58,1.47,0.17,2.09,1.32,0.42,0.75,1.97,2.48,0.25,0.167,2.511135
195308,-3.04,-2.61,,-2.47,-5.51,-6.16,-6.4,-8.15,-3.73,-1.17,,2.31,-0.27,-2.77,-1.03,-5.2,-4.27,-4.31,-8.02,,-6.42,-6.03,-6.54,-2.22,-5.09,,,-6.74,-7.12,-6.36,-0.37,-0.84,-0.58,-2.08,-2.4,,-3.79,-0.69,-7.04,-5.06,-8.69,0.3,-2.41,-8.57,-0.26,-1.15,-2.38,-6.51,-1.05,0.2225,-4.405621
195309,-3.8,0.46,,-2.7,3.54,-1.12,-3.13,2.73,-1.57,-1.77,,-1.11,0.65,1.8,-1.27,-2.3,0.83,1.64,-0.46,,0.42,5.01,-0.38,3.96,-3.99,,,-0.72,-3.48,-1.91,1.61,1.78,0.07,-0.47,-2.03,,4.31,2.34,0.55,4,-1.68,-2.17,0.24,-0.55,2.02,3.26,-5.22,-1.85,-0.95,0.2425,0.3009872
195310,-5.79,1.88,,3.09,-2.12,4.62,2.12,11.31,6.53,1.92,,4.41,2.41,4.51,11.99,0.36,6.05,4.14,8.27,,4.33,8.6,8.06,6.03,5.34,,,3.36,1.55,5.69,4.49,1.38,5.41,1.11,1.86,,8.96,8.32,6.81,7.13,3.62,1.29,0.84,0.22,5.36,-0.42,11.24,5.31,1.01,0.1955,4.752312
195311,-0.52,3.22,,4.59,-7.81,4.17,12.1,2.53,4.41,0.63,,7.63,8.03,4.73,1.06,-0.81,4.38,3.48,2.04,,3.08,6.82,0.85,5.58,3.96,,,-0.57,3.22,1.98,3,2.26,3.16,0.95,1.4,,3.08,0.55,0.59,7.28,1.98,1.6,3.53,2.19,4.64,8.16,-2.13,2.28,5.33,0.0652,2.850134
195312,-0.04,1.37,,-1.44,-4.33,-2.22,3.5,-0.38,-0.19,-1.21,,-3.37,-1.04,0.82,7.46,-3.19,1.54,-4.04,-0.84,,-0.2,-0.69,-0.75,3.12,-0.83,,,-3.53,-4.64,0.5,0.59,0.54,5.18,4.66,3.94,,0.49,1.34,-3.29,1.42,-3.74,-0.52,1.34,-0.89,1.85,-0.62,1.76,-1.33,3.69,0.1628,0.06782706
195401,8.09,3.7,,6.52,1.8,3.53,3.2,8.5,4.15,2.79,,4.01,5.88,1.04,8.58,7.72,6.39,6.73,7.56,,8.09,7.16,5.65,8.26,7.36,,,8.19,9.49,8.63,3.28,1.89,-0.83,1.07,6.62,,3.78,6.95,15.41,4.25,7.93,7.57,3.09,6.1,5.44,-1.51,5.62,4.98,3.48,0.1829,5.272153
195402,0.67,-0.04,,-0.25,-3.31,-1.07,3.31,5.95,-0.4,1.94,,0.27,-0.24,0.09,-1.43,1.75,2.28,-0.39,0.31,,2.5,5.51,1.52,7.15,3.11,,,4.3,-6.8,2.9,1.57,2.57,-0.12,1.99,6.04,,2.7,4.02,-0.74,1.61,0.96,2.99,0.29,1.31,0.98,4.87,1.91,1,4.32,0.0952,1.755125
195403,1.79,2.95,,-3.51,0.42,2.86,5.11,1.68,5.14,1.77,,-1.62,0.55,4.54,1.06,-2.75,1.68,3.23,6.07,,1.74,7.1,3.74,16.25,3.57,,,3.42,0.79,4.31,2.98,1.72,3.99,2.79,14.76,,10.38,5.6,1.74,6.54,-0.27,-0.74,0.47,-2.21,4.9,3.47,-0.65,5.67,1.8,0.0918,3.73766
195404,3.91,0.82,,-0.45,3.84,4.87,0.01,7.3,3.86,-0.45,,-3.62,1.87,6.68,12.47,-5.3,3.69,4.76,6.59,,5.37,12.45,3.57,-0.01,1.32,,,3.08,-1.98,6.22,1.23,1.98,0.14,2.75,1.86,,4.49,3.75,3.48,8.32,1.76,1.43,1.6,1.99,3.71,6.93,-0.65,6.96,0.73,0.1332,4.316166
195405,-6.93,2.19,,5.78,-0.18,0.35,4.3,3.98,6.18,4.01,,8.41,0.72,3.58,-0.6,12.93,3.14,3.23,6.93,,4.66,-3.46,4.3,7.84,6.08,,,7.57,8.22,2.93,2.69,1.24,5.44,0.96,5.78,,4.72,6.17,6.69,2.12,5.36,0.94,2.95,7.22,-0.04,0.41,-0.84,3.67,0.94,0.0815,3.17037
195406,11.33,2.4,,-2.23,-9.23,0.35,1.3,2.97,5.31,2.23,,3.46,-3.25,3.78,-2.22,2.61,5.68,2.67,1.41,,2.19,13.07,1.63,4.07,2.67,,,-0.78,3.49,-5.95,1.34,0.54,3.48,1.93,2.77,,9.61,0.64,8.35,5.55,1.21,5.08,2.39,8.86,3.33,4.32,4.29,1.23,1.04,0.0776,1.155965
195407,-0.96,5.98,,9.05,8.17,9.03,7.29,5.23,1.95,6.88,,-2.49,9.76,2.28,-0.47,8.47,5.6,5.39,7.96,,5.04,-1.35,10.2,15.97,7.04,,,5.43,0.95,4.26,5.43,4.36,1.61,4.19,4.83,,1.69,-0.7,9.23,5.63,6.64,5.88,4.11,9.74,10.46,7.88,13.2,3.76,4.42,0.0371,5.066832
195408,-2.98,-3.03,,0.2,-1.3,-5.51,8.87,-0.01,2.35,-3.97,,-1.67,-2.68,-3.38,-2.09,-4.22,-3.39,-6.56,-6.3,,-2.95,-5.23,-3.7,2.86,-2.14,,,-4.27,3.67,0.49,-1.73,-1.43,0.79,-0.23,-2.2,,-5.47,-2.36,-1.7,-4.58,-4.12,-1.41,-0.18,11.85,0.69,-3.12,-2.98,-0.46,0.67,0.0314,-2.276267
195409,4.72,3.42,,2.28,5.56,4.05,6.15,4.49,5.5,2.63,,5.71,2.44,7.26,0.94,5.06,6.24,-1.3,7.67,,5.72,7.36,13.82,2.89,3.05,,,8.72,7.62,10.03,2.01,2.49,9.73,0.68,10.15,,-0.14,3.62,8.75,5.36,3.74,1.78,4.97,9.23,4.53,0.13,6.33,2.73,7.18,0.1022,6.463256
195410,-0.5,-2.56,,-1.22,-2.95,-5.95,-5.84,-3.61,-1.17,-0.23,,0.71,-1.94,-4.39,-1.24,-1.74,2.69,-1.05,0.26,,1.69,-2.78,-0.41,0.73,-0.83,,,-1.14,-5.28,-1.95,-3.81,-0.85,1.84,0.04,2.81,,-2.18,-5.35,3.92,-0.53,2.66,-2.97,-2.52,-1.31,0.65,-7.46,2.97,-1.78,2.42,0.0986,-1.62159
195411,7.96,6.22,,6.86,3.53,5.18,9.17,5.9,7.59,3.96,,11.75,12.67,14.75,8.47,10.26,15.08,5.45,15.4,,9.8,9.84,5.72,9.23,10.96,,,11.37,20.35,7.94,5.69,3.43,4.98,3.46,18.43,,20.83,22.39,13.98,11.84,11.68,8.2,8.44,4.27,9.75,10.51,1.98,12.15,5.48,0.0931,9.538717
195412,5.25,2.22,,8.29,7.81,6.5,10.93,3.6,2.96,4.88,,1.92,6.71,3.73,5.39,7.39,2.25,11.39,12.26,,6.17,4.21,7.67,17.47,8.29,,,3.75,10.2,6.44,3.58,1.58,8.21,6.75,-0.63,,1.05,4.06,3.33,5.58,12.1,5.28,1.99,14.14,2.61,9.02,11.98,9.22,2.71,0.0976,5.546865
195501,-5.69,0.86,,-3.99,1.25,2.97,-2.26,-1.15,-1.13,1.67,,-4.31,-2.69,-2.76,6.34,1.73,0.15,-0.7,3.4,,0.01,4.4,0.77,9.07,7.95,,,3.29,-3.45,0.44,1.45,0.8,2.24,1.1,6.03,,-2.9,0.79,0.41,-4.1,0.84,-1.41,1.85,3.87,0.21,-1.24,6.99,0.35,-3.03,0.0682,0.6837672
195502,3.75,1.61,,1.63,-0.9,11.58,0.17,5.53,4.52,2.83,,-2.8,3.59,4.51,12.82,1.18,3.12,4.17,4.41,,4.25,4.51,-0.97,2.72,6.35,,,-0.04,7.41,2.38,3.65,3.99,9.77,3.2,7.15,,5.46,3.49,8.25,4.53,5.76,0.65,1.3,1.9,-0.17,0.18,-8.66,5.49,4.08,0.0595,3.135416
195503,-0.77,-0.2,,-2.14,-0.12,-1.5,-3.46,-3.85,-1.99,1.11,,1.13,6.7,-1.1,-1.99,-5.25,0.72,-3.04,2.96,,0.51,-3.21,0.11,-7.37,9.92,,,8.72,0.24,-0.24,-0.72,-0.19,-4.42,-2.94,1.53,,-0.9,1.01,6.4,0.67,-0.02,-2.38,-1.36,-0.8,-0.12,4.18,1.19,1.48,-2.2,0.1182,-0.09945033
195504,4.26,4.2,,-1.4,8.74,3.35,6.51,0.6,2.2,0.03,,4.31,-0.42,8.06,-2.66,2.64,5.01,0.62,2.67,,1.66,4.25,5.38,-6.88,-8.75,,,-0.09,-2.14,0.6,2.55,1.97,-3.79,0.4,5.98,,6.61,10.05,-1.12,5.1,6.21,2.27,1.8,8.18,-0.6,-0.58,-2.55,-2.63,11.34,0.0899,3.235196
195505,3.47,-0.52,,2.97,-2.1,-5.3,2.09,-3.8,0,0.71,,6.6,2.78,5.35,-0.69,0.19,2.32,-0.35,2.08,,-0.98,-0.38,-0.65,-0.42,-1.13,,,5.97,8.62,-0.71,-0.13,1.29,-4.99,2.56,-0.56,,10.2,2.65,5.25,3.62,0.59,0.32,3.24,0.43,5.9,-2.37,-3.19,0.38,-4.21,0.1955,1.203341
195506,1.89,2.81,,3.38,-1,1.75,4.04,8.45,2.38,3.24,,6.48,-0.51,12.27,1.94,5.82,3.99,-0.2,12.45,,4.8,3.21,9.47,-1.63,2.63,,,0.56,9.61,11.21,1.67,0.69,0.4,3.56,10.4,,-2.65,-0.07,17.89,11.27,1.71,0.54,4.7,0.34,-0.96,5.32,4.19,8.93,-2.01,0.121,6.610822
195507,-3.3,1.26,,0.52,7.24,0.23,-0.13,-0.32,1.9,3.29,,-0.24,0.19,-2.06,6.42,2.89,0.07,0.43,-0.32,,-0.39,-3.2,15.4,-1.43,-2.93,,,-5.51,-2.67,2.82,3.69,2.61,2.55,1.01,-2.11,,-9.33,-2.76,-9.81,-3.2,-1.44,2.95,1.97,5.14,-0.41,-3.07,0.29,-0.5,-3.45,0.0774,2.024557
195508,-0.01,-1.28,,-0.26,1.88,0.81,-1.51,-4.31,1.4,-0.61,,-5,0.75,2.44,16.16,-1.46,1.14,2.83,6.14,,0.26,2.1,-2.76,9.49,1.56,,,3.47,5.87,-1.17,0.08,-2.44,1.84,-0.59,-5.3,,3.77,2.49,0.96,-0.89,-0.56,-1.61,1.86,-1.86,1.99,-1.65,-3.52,0.47,-0.03,0.122,0.4196894
195509,-4.35,-2.8,,-0.78,3.12,-7.23,-4.75,-2.25,-3.2,0.21,,-8.37,-2.63,-2.64,0.57,-1.37,0.57,-1.83,0.89,,-0.14,-5.81,8.49,-2.42,-2.98,,,-2.12,-3.98,-0.35,-2.63,1.06,1.93,1.64,-2.98,,-2.91,0.8,-1.67,-0.1,-1.77,-4.41,3.86,-3.67,-3.59,-4.35,0.17,-4.29,-1.54,0.1686,-0.200948
195510,-1.94,0.02,,-6.03,-0.27,-5.2,-2.84,0.86,-2.56,-1.31,,-3.54,1.26,-2.41,-3.11,-1.37,-2.91,4.57,-5.71,,-1.93,-6.16,-4.72,4.83,-1.51,,,-5.52,0.83,-1.01,-1.02,-1.15,-1.53,1.22,-5.7,,-2.7,-2.45,-0.48,-2.8,-2.97,1.76,-2.71,-4.12,0.2,-3.6,-7.4,-1.55,0.08,0.2037,-2.575151
195511,2.23,3.75,,3.23,4.55,5.54,1.99,9.62,3.59,0.36,,8.61,6.02,7.56,7.15,3.25,5.66,3.68,8.89,,9.1,12.24,9.27,11.78,10.77,,,8.2,11,8.56,3.39,1.63,1.33,2.75,10.73,,7.59,6.06,4.04,7.94,10.82,1.46,6.3,1.25,0.2,15.16,6.93,4.04,-0.04,0.1688,7.186419
195512,0.22,1.02,,2.1,1.74,2.68,-2.5,5.02,-0.09,1.34,,6.23,6.22,2.32,2.24,0.61,2.59,2.82,2.61,,4.03,6.36,-2.29,8.19,6.27,,,-2.22,7.95,3.66,-0.12,0.86,3.42,-2.07,5.13,,7.63,-2.26,8.16,3.37,-1.8,2.63,-0.97,4.51,1.94,0.69,2.86,2.84,2.12,0.1934,1.654255
195601,-2.77,-2.13,,0.38,-0.15,-5.17,-5.45,-0.57,-3.53,-1.75,,-12.56,-5.88,-4.62,-7.01,-1.34,-4.54,0.15,-4.23,,-4.15,-5.71,-6.88,-6.84,-5.55,,,-2.67,5.86,0.49,-0.33,1.86,4.48,-2.39,-4.59,,-7.89,-4.41,0,-4.75,-2.28,-0.5,-4.69,-3.85,-4.26,-3.73,-0.72,-2.9,-0.04,0.255,-2.811947
195602,3.64,2.23,,0.07,-3.21,3.58,9.16,6.79,6.77,1.3,,11.47,7.95,4.02,1.52,0.34,5.34,-5.18,4.79,,5.6,6.11,5.48,4.61,1.89,,,4.37,12.1,4.19,1.92,0.16,1.22,2.5,4.87,,11,7.13,4.8,7.75,2.36,5.86,2.65,-0.27,2.7,3.71,6.31,4.35,4.83,0.2262,3.960966
195603,0.45,1.87,,4.71,1.53,7.41,-1.34,3.92,4.27,0.27,,5.26,7.43,5.66,6.32,-0.49,12.01,1.14,10.54,,4.38,8.65,5.31,-0.66,3.26,,,2.74,9.34,11.47,3.78,1.43,9.21,1.48,15.12,,15.34,6.43,11.94,10.83,7,2.39,0.28,2.77,3.05,8.26,24.7,6.92,9.84,0.1923,6.845615
195604,-2.91,-0.06,,2.18,7.67,5.18,2.28,3.92,-0.7,-1.57,,-6.48,3.62,-0.79,-2.12,-3.39,-0.03,-0.21,4.5,,2.88,-2.56,-4.86,3.45,-0.41,,,-3.43,-6.25,3.73,-2.18,-0.88,-6.8,0.38,1.63,,-4.05,5.88,-3.07,2.23,1.66,0.39,-1.94,-0.71,-1.13,-8.25,-8.06,4,-4.78,0.1502,0.5083206
195605,-2.55,-2.72,,-3.85,-4.09,-2.76,-3.8,3.85,-6,-3.98,,1.87,-1.51,-5.9,-2.62,-5.77,-3.58,-2.31,-9.47,,-2.77,-7.56,-4.96,-5.64,-3.57,,,-7.07,-3.18,-6.41,-0.74,-1.06,-5.44,-2.2,-1.3,,-3.12,-5.52,-5.06,-4.1,-5.57,-2.75,-4.7,2.69,-2.83,-3.23,-6.9,-8.21,-2.45,0.2634,-4.930901
195606,0.64,0.46,,1.87,0.69,1.47,1.04,5.88,0.84,1.44,,6.01,3.36,4.13,6.08,-0.57,4.54,4.42,5.74,,6.32,5.17,7.05,4.14,3.16,,,0.55,10.35,2.66,2.34,1.28,5.39,0.57,9.31,,11.85,4.88,-0.68,4.47,1.58,0.57,2.3,1.92,4.42,-2.66,1.3,0.03,2.71,0.241,3.72509
195607,1,2.59,,0.44,1.82,-0.22,1.52,7.14,3.12,0.34,,-0.33,3.41,2.75,0.54,0.53,7.3,7.35,10.86,,8.74,5.33,4.76,4.5,7.95,,,0.97,2.25,6.05,5.24,2.69,-1.52,0.55,4.67,,6.79,5.76,12.05,4.51,2.16,3.55,4.94,4.59,2.35,2.62,7.18,2.55,-1.77,0.2648,5.082991
195608,0.79,-1.9,,1.88,-2.11,5.8,0.16,4.27,2,-1.14,,-4.81,-2.92,-3.67,-2.45,-2.59,-5.26,-3.84,-1.88,,-3.57,-3.04,0.33,8.49,-1.5,,,3.69,-5.87,-5.26,-2.48,-1.36,11.01,2.31,-5.01,,-6.11,-2.4,-7.4,-7.46,-5.27,-0.41,-2.9,-2.7,-0.38,-5.98,-5.4,-3.99,-4.21,0.1711,-2.98204
195609,-4.33,-3.21,,-1.7,-4.16,2.64,-4.29,-9.32,-4.23,-3.41,,-4.17,-3.64,-6.74,6.62,-1.95,-7.07,-4.08,-4.64,,-3.13,-6.84,-1.97,-4.91,-4.39,,,-4.84,-2.09,-5.86,-3.87,-2.87,-6,-1.27,-6.84,,-6.45,-7.02,-13.22,-9.16,-4.07,-1.66,-4.75,-4.5,-5.07,-3.46,-0.86,-4.57,1.11,0.1799,-4.960825
195610,-0.95,-0.28,,-2,2.72,7.09,-0.9,3.54,-2.07,0.14,,-3.02,0.89,0.83,2.02,1.64,-1.7,2.08,0.68,,3.42,3.33,-0.55,4.46,2.53,,,-0.86,8.03,0.43,1.14,-1.39,1.12,1.61,3.23,,2.9,3.05,-4.73,1.49,1.99,2.31,1.44,1.54,-1.69,4.46,1.64,1.52,-6.05,0.3338,0.7291722
195611,-1.3,-0.05,,-1.64,-1.04,8.82,-2.73,-1.03,-1.59,-0.98,,3.94,-1.75,-3.32,-2.58,-1.56,-4.29,5.89,2.4,,1.92,-1.37,-3.46,2.92,7.51,,,1.13,5.28,5.31,0.42,1.52,0.35,0.51,3.76,,8.41,2.66,-4.89,-2.64,-0.47,2.84,-2.49,0.59,1.38,-3.17,0.5,3.18,-1.51,0.221,0.4677877
195612,1.2,0.9,,5.67,2.41,-0.21,4.63,-4.55,5.53,1.26,,3.02,6.32,5.27,7.32,-0.96,5.03,6.14,4.03,,6.63,3.82,1.98,3.73,4.89,,,2.37,-0.98,4.22,1.82,2.55,2.2,1.04,8.43,,0.61,0.83,5.31,1.7,2,3.57,-0.87,0.08,1.17,3.47,4.48,1.01,4.51,0.2446,3.495719
195701,4.44,1.07,,-0.13,4.59,-4.46,3.8,3.02,-4.04,1.35,,-2.03,-2.28,-5.64,-3.49,2.33,-3.62,0.75,-9.56,,-2,-7.77,-5.22,-3.37,2,,,0.76,-4.94,-4.11,2.64,2.9,2.89,1.47,-3.47,,-8.84,1.57,-6.04,-2.75,-2.2,4.8,-1.73,0.84,0.76,4.55,6.54,1.19,-4.91,0.3171,-3.212142
195702,-2.06,-1.22,,1.35,-1.14,-0.54,-2.9,1.72,-2.44,0.49,,4.31,-0.75,-1.9,1.89,-7.29,-2.19,-1.7,-4.14,,-2.16,0.5,-1.87,-9.1,-0.54,,,1.18,-6.92,-2.2,-0.29,0.32,-0.03,-1.6,-1.81,,4.98,-5.33,-1.37,-1.12,-4.25,1,-1.04,-5.07,1.14,7.24,-3.19,-4.02,-0.3,0.2372,-1.870262
195703,5.75,1.17,,1.82,1.1,4.32,2.13,1.99,5.14,1.75,,4.47,8.55,2.54,5.53,2.2,1.5,4.79,2.21,,1.88,5.36,0.55,-0.76,0.87,,,5.04,1.33,3.19,1.69,1.52,3.41,0.96,3.97,,9.27,2.08,-2.69,1.09,0.99,0.57,2.2,2.57,4.78,-2.55,-0.8,4.54,4.48,0.3218,2.411172
195704,1.37,1.73,,1.7,0.49,3.23,2.45,12.07,-0.49,-1.75,,1.64,5.76,5.48,-2.92,0.02,0.71,7.91,4.41,,2.93,7.84,7.44,-0.11,5.97,,,-0.7,-1.77,7.06,3.19,0.45,0.11,0.77,8.7,,7.93,10.63,-3.61,0.97,2.52,0.8,0.16,3.3,3.41,5.78,4.1,7.4,0.11,0.2674,4.517923
195705,-0.53,1.07,,4.23,-0.88,6.9,3.29,8.33,-0.88,0.78,,0.55,5.13,3.53,2.08,4.8,8.05,2.09,2.18,,2.52,4.46,1.26,0.08,-0.69,,,-0.62,5.44,7.64,2.25,1.03,-0.45,-0.43,8.12,,4.78,7.84,6.26,4.97,0.72,3.51,2.67,0.75,2.82,-1.66,5.17,4.01,-1.59,0.2295,3.667944
195706,2.44,-0.84,,0.88,-1.56,1.75,0.07,3.71,0.05,-1.63,,0.48,6.93,-0.11,0.35,-1.85,-0.45,-4.16,1.37,,-2.39,2.83,-0.02,-6.03,-4.74,,,0.04,-2.47,-1.73,-5.11,-2.09,1.49,-0.39,9.11,,7.08,7.81,-0.73,4.56,0.41,-0.06,-2.28,-0.8,-3.32,-2.62,-3.99,-5.54,0.55,0.2556,-0.5054421
195707,-4.12,2.37,,-1.66,-0.48,5.92,0.05,0.89,4.87,-1.18,,9.93,2.51,1.62,-0.59,-0.59,2.27,1.57,-0.31,,-1.88,1.13,3.4,-5.27,-0.01,,,0.9,-1.09,1.02,0.02,-0.24,0.19,-0.25,0.92,,5.07,-0.48,1.89,-0.69,2.2,0.07,3.13,1.17,0.21,-5.03,0.29,-0.16,-0.59,0.331,0.8937786
195708,2.72,-2.36,,-4.01,2.89,-7.77,-3.82,-5.91,-2.04,-3.17,,-6.93,-1.92,-6.67,-5.96,-6.99,-7.65,-6.07,-6.97,,-5.56,-6.52,-3.07,-0.82,-2.56,,,-5.95,-6.98,-5.72,-2.58,-0.12,3.65,-0.68,-6.97,,-11.62,-8.03,-15.02,-5.56,-6.75,-9,-2.27,-3.65,-0.31,-6.36,-3.42,-4.82,-3.99,0.3254,-5.005114
195709,-5.62,-1.32,,-5.21,5.36,-6.43,-5.1,0.1,-1.74,-2.28,,-1.47,-3.87,-6.51,-3.85,-5.4,-5.3,-6.16,-8.77,,-7.34,-6.66,-7.41,-9.72,-9.48,,,-10.02,-9.37,-7.95,-1.72,-2.22,3.32,-0.5,-4.67,,-8.76,-7.94,0.25,-4.33,-7.79,-4.02,0.74,-2.54,-0.68,-4.1,-4.94,-6.95,-3.21,0.3057,-5.758639
195710,-4.91,-1.68,,-2.09,0.99,-5.01,-11.51,-10.35,-2.86,-3.66,,-2.42,-0.32,-3.49,-3.73,-7.73,-3.58,-7.1,-7.59,,-6.48,-2.28,-3.81,-4.66,-2.57,,,-6.71,-4.73,-5.81,-0.69,-2.1,-1.56,-1.44,-2.74,,-7.11,4.85,-8.35,-3.65,-7.32,-8.42,-3.62,-8.3,-1.31,-2.99,-11.09,-10.27,-4.19,0.3445,-4.125081
195711,1.44,3.62,,5.25,3.83,5.1,3.78,1.67,3.82,-1.65,,5.61,7.92,4.9,2,2.58,4.38,11.61,-0.99,,-1.59,8.17,-4.46,16.12,5.09,,,-3.9,-1.46,2.48,4.38,1.49,5.22,0.32,3.96,,11.69,2.58,10.17,6.52,-1.91,2.14,1.71,-2.78,6.09,4.36,0.51,2.74,-1.82,0.4135,2.560463
195712,-7.42,2,,-2.96,3.18,-3.06,-4.83,-2.77,3,-2.55,,1.22,-0.49,-3.26,-5,-7.4,-2.69,-8.73,-8.86,,-7.39,-4.74,-6.99,-6.23,-4.77,,,-7.49,-7.79,-6.99,2.56,1.26,-1.32,3.31,-1.05,,-9.11,0.85,-10.44,-2.87,-6.55,-3.5,-1.62,-1.74,0.32,10.41,-5.67,-4.74,0.51,0.34,-3.736046
195801,9.72,6.68,,7.31,5.98,10.21,9.86,7.53,2.31,8.57,,8.61,-0.66,3.39,8.97,16.19,6.81,19.32,8.56,,10.79,3.51,4.25,4.25,7.36,,,8.73,9.06,1.48,6.24,4.26,3.95,2.76,5.56,,0.24,4.26,10.3,4.65,12.95,4.64,7.67,11.81,7.99,2.36,4.87,11.62,4.33,0.445,4.959513
195802,10.19,2.66,,2.89,0.35,-1.22,-0.3,-6.06,2.4,1.79,,-1.41,5.4,-3.76,-0.29,-1.63,-0.53,-3.92,0.48,,-3.26,-3.72,-2.09,-2.64,-0.86,,,-3.31,-2.7,-4.61,1.28,0.66,3.77,0.36,1.98,,-2.21,-0.4,-5.37,-1.84,-3.57,0.5,1.46,-0.05,3.82,5.23,-0.85,-2.79,3.64,0.1564,-1.425682
