Date ,Asset1,Asset2,Asset3,Asset4,Asset5,Asset6,Asset7,Asset8,Asset9,Asset10,Asset11,Asset12,Asset13,Asset14,Asset15,Asset16,Asset17,Asset18,Asset19,Asset20,Asset21,Asset22,Asset23,Asset24,Asset25,Asset26,Asset27,Asset28,Asset29,Asset30,Asset31,Asset32,Asset33,Asset34,Asset35,Asset36,Asset37,Asset38,Asset39,Asset40,Asset41,Asset42,Asset43,Asset44,Asset45,Asset46,Asset47,Asset48,Asset49,Asset50,Asset51,Asset52,Asset53,Asset54,Asset55,Asset56,Asset57,Asset58,Asset59,Asset60,Asset61,Asset62,Asset63,Asset64,Asset65,Asset66,Asset67,Asset68,Asset69,Asset70,Asset71,Asset72,Asset73,Asset74,Asset75,Asset76,Asset77,Asset78,Asset79,Asset80,Asset81,Asset82,Asset83,Asset84,Asset85,Asset86,Asset87,Asset88,Asset89,Asset90,Asset91,Asset92,Asset93,Asset94,Asset95,Asset96,Asset97,Asset98,Asset99,Asset100,Rf,Rm
197403,-0.3215,2.0848,1.5749,0.753,0.0633,2.831,2.381,1.6539,1.4649,1.7873,-1.0468,-0.5579,5.401,-2.1117,-0.7262,-1.796,-0.0181,-1.1315,-0.641,0.373,-3.6139,1.1917,-1.4475,-0.1765,-5.3653,1.006,-2.1219,0.5479,-2.0013,2.809,2.6116,-2.8474,0.275,-2.4312,1.6555,-2.1514,-2.4527,2.8518,4.1594,-1.6366,-2.7046,-2.3802,-1.6711,-0.4816,-1.2406,1.2085,-0.1228,-3.02,3.0322,-3.191,-2.0606,1.7346,-4.1448,0.7768,-5.7443,-4.8157,-1.2633,-1.7325,-2.117,2.4551,-4.0953,-5.7816,-4.5639,-3.066,-1.9016,-1.142,-3.5035,-3.9001,-1.2537,-1.9914,-7.6371,-3.0451,-3.5383,-4.55,4.3297,-3.7451,-3.2334,1.3587,-1.48,-5.6832,-6.1373,-5.8476,-7.5822,-3.9499,-0.5596,-2.462,-1.8182,-1.191,-2.0262,-2.5377,-1.6836,-6.3918,-11.6928,-1.4551,-4.1069,-4.8017,-1.4275,-0.7303,-1.6345,-1.0113,0.4529,-2.336402
197404,-5.3336,-4.9449,-4.7929,-3.06,-5.5613,-6.4437,-6.2875,-4.6059,-4.0906,-4.273,-3.9093,-7.2802,-4.4519,-4.4326,-2.8878,-5.8383,-5.0157,-5.4238,-7.0522,-4.6559,-8.5757,-11.7143,-7.3617,-1.7373,-4.6366,-5.7085,-8.8656,-6.1682,-7.7,-7.4788,-6.0438,-4.3512,-5.4224,-0.0826,-4.9599,-4.5146,-6.4593,-7.7937,0.603,-4.3433,-10.1712,-4.0855,-9.0585,-6.8432,-3.9644,-6.2012,-3.5033,-5.7143,-2.8838,-4.7486,-8.9388,-7.7258,-5.4349,-4.6799,-3.5652,-7.3747,-3.6096,-5.9864,-4.6166,-7.7963,-0.1641,-6.9145,-4.8862,-5.7459,-6.6049,-7.8932,-7.2567,-8.5887,-8.2702,-7.6509,-6.5179,-6.8314,-5.4962,-8.4827,-3.2705,-7.4336,-4.8482,-4.6825,-7.2238,-5.3807,-6.4827,-9.9606,-8.4998,-4.1637,-3.6533,-5.8682,-5.3092,-6.5205,-6.8658,-4.0221,-4.9746,-7.9709,-9.0202,-4.7391,-5.4748,-4.3232,-2.7586,-1.3433,-2.2436,-3.9338,0.6768,-4.596092
197405,-8.1938,-6.6899,-6.3316,-8.3395,-6.7141,-8.3554,-6.5407,-5.9551,-7.417,-8.0836,-6.4381,-9.4359,-12.8143,-9.2106,-4.3902,-5.2773,-7.9037,-7.913,-5.0411,-7.4105,-12.5598,-7.2726,-8.934,-6.9943,-9.0697,-6.516,-7.7491,-6.9725,-7.6674,-3.7239,-5.3036,-8.1562,-6.5154,-8.0109,-5.8183,-7.5905,-8.879,-6.2196,-7.1959,-6.9893,-8.9507,-11.6637,-6.0935,-9.4471,-6.7341,-9.9473,-6.1488,-5.7651,-7.4332,-4.8345,-11.008,-11.4659,-7.2649,-8.4743,-6.5861,-7.9667,-8.1006,-9.4051,-4.7239,-7.0354,-6.8701,-6.5172,-6.8905,-9.756,-5.301,-9.6284,-6.8568,-11.4013,-6.686,-8.9472,-10.7801,-6.4797,-5.67,-2.0449,-6.34,-7.5502,-6.4244,-0.8349,-8.0434,-6.5224,-10.018,-10.0431,-6.2885,-8.5039,-3.6076,-5.339,-5.3263,-4.1584,-5.4099,-8.877,-6.1724,-9.4727,-19.5476,-5.0215,-1.3405,-2.607,0.0083,-2.0259,0.1156,-0.7311,0.9677,-4.198143
197406,-1.8561,-2.9603,-4.5335,-2.1866,-1.3448,-3.5987,-3.1157,-3.8163,-3.9647,-1.6237,-5.1133,-0.4412,-0.6943,-6.1186,-2.8368,-1.5489,-1.4479,-1.864,-2.4292,-2.8853,-2.8081,-4.8582,-3.8064,3.2601,-3.3375,-3.7282,-0.7354,-5.5093,-1.2696,-1.5567,-2.97,1.6345,-4.7034,-0.4278,-1.1454,-3.3363,-0.8027,-2.6352,-8.0308,-0.7274,-3.8544,0.3769,-3.0166,-6.0935,-2.039,0.5133,-0.395,0.3286,-3.9284,-2.6242,-0.6598,-0.0745,-3.6195,-4.904,-6.4849,-4.7415,-4.747,-3.6924,-7.636,-2.3171,-3.8725,0.1919,-4.2852,-4.4659,-6.9093,-2.796,-2.3752,-2.603,-4.165,-2.8758,0.5432,-6.2961,-4.3241,-2.9774,-0.9861,-4.7361,-4.0038,-3.1653,-2.6552,-1.1253,-4.7024,-3.4124,-3.355,-5.8552,-3.6623,-2.6148,-2.0486,-1.0152,-4.1644,-0.2226,-11.6281,0.6448,-3.8952,0.0072,-0.3382,-3.7213,-4.4894,-1.6492,-1.5685,-1.6873,0.7102,-2.294237
197407,-6.2215,-3.5102,-2.8329,-5.3983,-3.6129,-4.8785,-5.4211,-6.5059,-7.1753,-7.731,-7.5581,-1.9173,-5.7356,-7.7047,-0.0766,-0.6876,-6.2246,-6.6258,-7.8239,-6.4492,-2.7582,-5.2181,-4.6254,-5.5304,-3.7393,-4.7234,-4.3301,-5.9118,-5.1171,-4.1879,-6.4991,-5.2752,-3.324,-1.7806,-4.2936,-2.2291,-4.3387,-5.2605,-3.7019,-6.2366,-3.7487,-0.4051,-2.2281,0.0044,-5.4182,-3.9215,-5.2885,-4.3984,-4.5754,-8.9889,-1.3171,-3.4235,1.2711,1.4397,-2.4103,-2.2871,0.1872,-4.7506,-1.7309,-8.8473,4.2172,-3.6014,-0.6397,-2.8494,-5.5923,-8.4478,-7.1628,-5.524,-7.8607,-8.2247,-2.5775,-4.1577,-3.4255,-9.0173,-5.8392,-0.738,-6.9225,-5.7463,-10.8489,-6.494,-6.664,-3.8222,-1.8193,-4.169,-4.2862,-6.4514,-3.2499,-8.4648,-10.1705,-12.6325,-10.6423,-7.5414,-5.5518,-13.6021,-6.8136,-6.081,-9.0688,-9.9129,-7.8123,-9.6127,0.6365,-7.087424
197408,-9.0923,-7.5826,-8.4778,-8.0053,-6.44,-8.2449,-7.908,-6.8704,-5.8023,-8.5625,-9.2246,-3.4919,-3.9558,-8.4412,-8.15,-7.7484,-8.6531,-9.456,-7.7817,-9.5151,-4.5452,-7.9326,-7.4227,-5.7141,-7.9111,-7.7179,-8.9505,-11.5339,-10.0919,-8.9221,-4.5349,-11.06,-12.0799,-4.2312,-10.8118,-3.9449,-10.2384,-3.5461,-9.8992,-8.7862,-8.6781,-11.2171,-8.7313,-12.764,-10.2607,-5.0631,-10.1814,-10.7366,-9.5327,-6.0794,0.5512,-5.9764,-6.3424,-6.0187,-8.3303,-7.3434,-10.05,-9.9621,-11.2562,-13.5199,-16.4332,-13.4693,-7.901,-8.9758,-6.8925,-8.8634,-17.249,-9.9332,-7.2988,-7.714,-6.0412,-5.4954,-9.2337,-10.2573,-9.9731,-9.374,-10.1445,-12.5786,-12.676,-9.707,-9.9962,-7.3717,-12.1001,-6.3779,-7.9304,-9.7791,-13.1903,-11.4257,-12.989,-14.6549,-5.2849,-13.1448,-8.9576,-11.4406,-3.1346,-11.2324,-9.1908,-10.6248,-10.5836,-6.8469,0.4043,-8.775712
197409,-9.8636,-6.2945,-4.8519,-7.3769,-9.4349,-7.6609,-7.103,-8.7632,-8.5139,-10.5622,-6.5698,-12.4778,-8.2178,-8.7711,-9.9767,-7.3448,-9.7367,-10.1967,-10.0356,-11.1611,-11.8337,-8.6688,-8.1641,-9.7317,-5.64,-8.2305,-7.2622,-8.265,-5.7634,-13.7492,-9.0904,-12.0805,-6.3179,-9.4303,-7.3866,-5.196,-9.0507,-10.5951,-8.2819,-10.1178,-7.1025,-10.8518,-3.2478,-6.4789,-5.4876,-8.1851,-7.9053,-12.3414,-8.0673,-17.2365,-4.6619,-9.6553,-5.9104,-6.5265,-6.2072,-6.7365,-4.2139,-11.3199,-13.7642,-11.2695,-12.4453,-4.3488,-3.089,-8.2607,-6.8945,-9.6832,-7.8029,-13.7965,-14.5149,-11.5,-5.9933,-7.1243,-6.0756,-2.1779,-6.828,-7.5207,-9.2056,-7.8056,-12.7461,-12.7433,-4.9392,-3.3723,-11.6225,-3.9663,-6.2136,-9.4289,-9.9536,-9.8199,-15.2984,-7.7642,-0.1755,-6.8898,-15.5998,-10.4518,-6.7572,-6.4094,-13.9928,-12.1868,-13.9508,-16.5752,1.2255,-10.97183
197410,8.092,6.2406,4.4605,6.0855,14.2274,5.2,10.2878,5.6081,5.1287,10.5908,13.8075,16.01,16.7052,8.0596,8.2122,6.5518,9.9345,6.6583,9.0717,10.7104,10.2275,12.3269,6.9727,14.5863,8.0317,6.7808,7.9974,13.0748,5.3464,12.871,2.8302,24.5483,10.5462,12.2128,7.4907,9.0307,6.1182,7.0906,8.2557,9.8713,9.8107,8.5603,9.1039,12.5309,8.1905,7.7267,7.2685,10.1849,12.873,15.1187,4.4232,10.8356,14.169,5.9159,10.9979,11.0982,4.7746,16.0546,19.8185,12.8422,12.6037,22.9502,14.1861,13.8537,9.0215,15.2134,14.2911,15.7938,10.8455,21.5193,15.3689,15.4781,20.3946,14.1668,10.8725,12.0527,9.5814,17.5623,10.4965,16.3009,22.9206,19.4452,13.023,17.2788,17.731,20.9532,22.6646,11.6999,12.9408,19.6666,21.8567,23.2299,14.9912,10.6166,19.1168,21.5191,25.4998,17.3596,20.7824,15.5705,0.3621,16.55841
197411,-7.5704,-6.9727,-7.9661,-6.9182,-3.6013,-4.7777,-5.7859,-5.3987,-7.6175,-6.5924,-5.9376,-9.3882,-3.0723,-1.2804,-2.9501,-3.8725,-5.6771,-5.8679,-5.7194,-6.9349,-2.1542,-2.3072,0.3378,-5.8416,-6.7771,-4.901,-5.5262,-8.6185,-4.8819,-4.4487,-3.2893,-6.5248,-4.7922,-3.4009,-5.9525,-5.5964,-6.8035,-2.0718,-6.9441,-9.8467,3.8437,-1.5583,-1.8769,-3.5401,-4.9665,-2.3612,-6.7723,-5.813,-4.0452,-6.2303,-11.2819,-3.0726,1.1463,-4.2403,-1.7947,-3.0342,-4.0536,-4.6769,-5.2193,-5.5705,-2.0648,-1.2695,-1.5316,0.0102,-1.9341,-6.1591,-6.1732,-4.0645,-4.37,-3.4351,-0.1658,0.7812,0.6227,-2.6058,-1.9979,-0.7654,-2.1909,-1.9732,-3.6875,-3.287,1.3176,-1.2145,-3.652,-0.9229,-2.9344,-0.2612,-2.8955,-2.9215,-8.2074,-1.1759,2.0837,-0.7074,-0.1169,-7.3768,-4.1591,-4.6869,-2.8852,-4.2854,-7.0327,-5.2522,0.7061,-4.104609
197412,-10.7701,-7.37,-8.5575,-9.0397,-8.3213,-6.9593,-8.5264,-8.1977,-8.8144,-10.5393,-6.977,-4.5141,-8.2312,-5.1395,-7.2141,-5.5307,-6.6033,-10.1803,-5.4086,-7.7784,-11.6693,-0.5543,-4.5804,-7.7649,-6.3074,-8.53,-7.6819,-8.0731,-5.3557,-7.4214,-3.5578,-2.6421,-9.9026,-5.5137,-4.7891,-6.3101,-4.6912,-5.7001,-4.8243,-6.6143,-6.369,-7.1672,-4.3105,-4.9456,-5.8571,-6.102,-1.0686,-7.6322,-5.6901,-11.7045,-10.1859,-5.8985,-2.8163,-4.2057,-7.5881,-2.2846,-7.0994,-5.126,-4.1005,-3.8989,-13.5396,-4.5472,-5.5355,-0.846,-5.1565,-7.6186,-2.9632,-7.0824,-6.3964,-6.6363,-5.2873,-0.3695,-4.1326,-2.0944,-1.4372,-1.4167,-5.7239,-5.4317,-5.7379,-2.0455,-0.2432,-2.466,-3.0614,-2.015,-2.4896,0.3071,0.887,-3.3795,0.9292,-1.654,-2.2536,-1.453,-5.5614,0.5812,1.9168,-0.0133,-1.7254,-4.273,-2.7225,-3.9521,0.7977,-2.700542
197501,35.752,26.8518,37.0238,28.46,25.0331,26.0447,24.0772,28.9104,28.2379,25.7004,37.2176,31.9424,23.1296,25.4273,26.383,25.933,30.5667,34.1713,30.7228,26.2077,27.5805,18.5331,24.5301,32.2662,26.4307,30.1452,25.9903,29.2572,22.1438,29.884,24.699,19.0586,23.8035,26.1413,23.5978,20.9065,30.8377,25.9846,23.2437,30.5869,24.1959,32.0063,23.729,24.4906,26.3033,23.1467,23.909,26.766,23.8543,33.3889,41.426,22.8128,13.7189,23.1139,17.6972,20.8208,20.8964,19.3074,20.381,21.7796,26.9288,25.3824,19.2341,16.1069,21.3513,27.303,21.5626,22.9796,29.7958,17.1025,21.3442,16.4667,19.5211,22.9765,17.533,18.7012,18.3029,16.6545,17.3223,21.5142,8.341,18.9079,15.971,14.5535,14.293,14.0933,16.324,13.0132,24.1503,13.0968,-0.8136,5.4934,15.5558,18.9708,6.7889,6.9969,7.0661,12.6145,6.0726,14.1654,0.87,14.15995
197502,4.528,5.1289,3.7597,3.0933,4.3715,5.5523,4.9456,5.5958,3.5309,2.8582,6.9836,7.3499,10.2064,0.821,7.152,9.7715,-0.3068,4.1645,4.3324,3.6174,8.8439,0.5569,12.0891,6.4418,6.2967,10.9743,2.1662,5.8201,3.377,4.4325,7.7759,15.1065,5.2793,1.0681,0.9181,4.0618,0.4794,2.2568,2.2814,2.3361,2.2355,5.5241,5.6167,0.4775,1.6427,2.3546,3.8341,1.0756,3.7742,5.8926,10.0803,5.5115,4.1563,2.7954,3.6201,4.6708,4.035,6.5823,3.9897,9.384,0.9408,4.0418,2.6863,3.4705,3.9334,1.5734,4.3095,3.9834,4.9726,7.0737,4.7632,1.9644,0.5794,3.317,2.4218,3.3302,4.2958,5.8309,6.4406,4.3503,2.5313,2.7318,6.6197,2.7283,0.169,4.4935,5.1998,6.5637,9.174,7.6237,-0.4885,3.824,6.5836,1.6922,4.281,2.0983,4.5109,8.0718,8.7547,10.2117,0.5288,5.841169
197503,10.0664,5.7525,9.023,9.7561,5.1227,10.1134,9.7744,9.7031,11.5403,12.236,7.6873,5.1903,3.3307,8.3633,11.7456,3.8787,8.0759,12.1807,11.7066,11.7112,2.715,8.0157,5.7545,5.1464,3.1166,2.5681,6.844,7.752,11.6808,8.9066,7.1484,4.6643,6.926,7.4889,6.7134,6.9223,5.3712,14.2587,6.3787,6.4556,1.4109,8.7206,3.3581,7.0331,6.9592,3.1231,4.025,8.2498,8.1151,9.9736,10.1436,5.1122,3.5417,4.8162,1.49,5.8016,2.2404,7.9414,4.3921,9.7027,0.4496,-0.4624,5.0942,6.6188,6.5356,8.5554,4.0308,4.4682,13.7827,9.2605,1.2132,1.1279,1.1403,3.1057,7.5407,4.3676,4.974,7.4453,5.5812,13.2375,-0.0353,-0.8533,3.2642,3.7444,3.5387,2.5368,5.1046,2.8029,4.3208,5.9087,3.3326,3.8755,9.3459,5.2521,-1.837,4.8682,3.7285,2.8006,1.0984,0.4049,0.4645,3.019048
197504,3.0744,4.1297,2.5192,6.3204,5.0577,2.6568,2.9664,4.5751,3.1619,5.288,3.2518,9.736,6.0655,0.1585,5.7075,3.2611,0.3657,10.2667,2.4752,5.8665,0.3931,9.1395,4.4497,1.1659,4.249,6.746,2.4981,4.9388,6.0775,0.1596,6.1208,4.2734,4.9759,-0.183,-0.8432,4.2437,3.6289,6.0297,5.1027,2.6718,1.4842,-0.4787,1.2226,0.6736,4.6638,8.5246,7.4567,0.9913,2.9327,12.1261,2.4494,6.6149,4.6305,3.5158,5.9567,2.3215,4.7309,2.3359,5.7317,5.6453,3.4036,6.8744,3.6969,6.2297,3.6195,3.6573,3.5286,8.2086,5.4857,4.107,8.5189,1.6818,1.0204,1.1182,5.9704,4.4499,3.7747,9.1835,2.3007,5.7634,3.714,2.2274,10.0111,3.4959,5.3363,-0.4098,5.4367,5.5437,5.1795,4.0695,2.9752,-0.0606,6.3354,-2.2014,2.4162,5.9893,6.4583,2.1405,10.3495,5.3661,0.5033,4.649667
197505,8.8073,6.9457,11.1557,7.9214,9.6092,5.5107,10.2388,8.3651,7.3861,8.9949,6.213,11.3746,13.5717,3.2026,11.1604,6.2827,3.9036,7.9765,10.9593,10.4882,6.7854,9.8863,8.5861,11.8486,7.0542,5.7709,7.9635,3.0125,14.3271,11.0707,11.1485,8.0001,13.326,4.608,8.1333,3.9742,8.261,9.0164,8.3872,6.6185,22.83,6.9952,3.1951,4.5118,7.2226,6.791,6.4787,4.479,5.653,3.3662,-3.4357,9.828,5.4001,6.6715,4.8159,7.8004,5.1707,1.8621,6.0294,2.1184,17.3128,12.5028,8.3051,3.5793,7.0977,3.544,3.8564,8.1525,2.6557,7.8116,4.5595,1.046,9.5137,9.1274,5.8522,5.3331,5.5709,3.7487,5.1721,5.0074,6.245,4.628,-1.0616,5.8813,1.5212,5.4632,4.1624,0.9504,9.0323,9.5235,9.4356,11.2861,2.563,8.0134,6.0093,5.1709,5.5515,1.5099,6.1931,5.5952,0.5365,5.513955
197506,9.1698,6.3962,8.9207,5.8499,10.494,5.999,6.9257,10.4799,6.7473,8.688,13.4719,5.7249,5.9243,7.646,3.5695,4.7958,7.9546,6.5058,5.721,5.2394,10.6993,10.293,12.5796,7.1413,6.6394,6.9485,5.8892,2.9631,5.6986,8.3129,5.4588,8.2887,3.3269,10.8447,7.6372,7.3324,3.4042,6.5128,7.4805,7.8766,-1.4686,10.8002,7.5675,8.0038,2.7262,7.1819,7.1359,5.4618,2.4805,7.5779,9.5563,3.6065,6.6687,6.8519,6.8184,4.04,5.2472,5.6904,6.4642,3.7014,7.4972,7.1645,9.1734,5.0825,9.194,8.9147,7.005,5.6395,7.0334,-0.5947,7.5902,10.7215,10.0511,7.0652,8.5558,11.9804,7.0691,7.488,6.9747,1.3524,5.9414,8.4276,3.101,7.8479,7.5898,2.848,8.2204,10.5511,4.7079,4.6533,4.1984,5.6984,8.0523,7.0989,3.4663,7.5371,3.7719,5.9613,3.2688,2.052,0.3572,5.147332
197507,-0.2459,1.8094,0.6929,-0.5622,1.3518,2.9244,-0.1964,1.2877,1.8062,0.4032,-3.3802,-4.285,-3.8701,-3.4352,-3.218,-2.1858,-0.3455,-4.508,-0.1495,-3.0883,-6.6367,-6.1532,-1.4705,-1.599,-4.0442,-0.1767,-4.8014,-4.2698,-4.3799,-3.2108,-3.5159,-4.9994,-2.9691,-4.0756,-1.5123,-3.7025,-4.8851,-1.3031,-4.1904,-1.0038,-10.1342,-2.7953,-6.6105,-0.6014,-1.3444,-1.2318,-4.6121,-4.3238,-4.4347,-4.5552,-10.5175,-4.3872,-3.6953,-3.5517,0.0918,-5.5531,-6.0729,-3.8976,-5.2086,-5.8412,0.0122,-7.1996,-5.1665,-5.8151,-8.9271,-2.4259,-7.5765,-3.9113,-4.6145,-4.9536,-12.2707,-5.1726,-6.6772,-4.8754,-7.1312,-7.3899,-7.4944,-7.4857,-6.0116,-7.045,-6.1631,-7.0915,-7.9891,-5.7954,-4.7605,-4.4675,-7.3906,-3.2645,-6.7082,-4.2957,-7.0296,-2.9742,-10.1504,-7.3308,-2.9654,-6.9463,-8.1989,-8.0579,-8.0414,-7.1996,0.5062,-6.038471
197508,-7.5706,-6.1138,-6.4651,-7.6327,-4.7489,-6.3445,-6.5617,-5.6997,-6.5247,-5.5305,-7.6147,-4.5985,-5.5066,-5.7712,-4.8303,-5.5614,-7.6132,-6.2306,-7.1736,-6.6626,-8.9239,-5.9562,-5.6398,-2.3512,-7.0125,-4.6224,-8.0888,-4.4653,-4.2343,-6.0976,-10.1127,-5.2732,-4.6979,-3.2044,-4.543,-1.6855,-2.9543,-4.9406,-6.3505,-3.6255,-4.4314,-2.3919,-2.4272,-5.6206,-2.0158,-3.0146,-1.7138,-7.8135,-1.4184,-3.717,-7.3511,-5.3105,-4.3481,-3.9566,-5.1055,-5.1503,-3.1765,-3.3073,-0.8919,-4.5207,-3.527,-3.6243,-3.2969,-2.0567,-2.5239,-5.5349,-5.454,-4.8661,-5.0981,-2.544,-2.4284,-3.105,-4.1219,-1.0325,-5.9594,-3.4812,-2.7031,-1.7267,-4.9141,-2.886,-8.3261,-2.3166,-4.2924,-0.3803,1.0858,-5.2775,-3.5717,0.3506,-1.2724,-1.6468,-1.7639,-5.7545,-0.8641,1.8835,-3.2871,-1.6886,-2.1685,-3.1285,-1.5922,-0.7838,0.5117,-2.35575
197509,-4.4973,-3.402,-2.0215,-4.0737,-2.2549,-0.2142,-4.1368,-4.4759,-3.2842,-3.8347,-6.9448,-3.8944,-3.6317,-5.7725,-5.3348,-2.7384,-1.2678,-3.2246,-2.4095,-4.3447,-5.2635,-4.9525,-3.9209,-2.6809,-0.9176,-3.2618,-2.6127,-4.7227,-2.3818,-1.9912,-5.5935,-5.1214,-3.3081,-3.4912,-6.6307,-2.5752,-3.2706,-5.2504,-3.4926,-4.26,-4.5303,-3.4512,-2.7197,-3.5384,-4.0571,-3.8694,-3.2197,-3.022,-4.5134,-4.8308,-9.0163,-9.6015,-1.1094,-3.2966,-3.8589,-5.9096,-3.3648,-9.171,-0.1863,-2.152,-6.1596,-2.1553,-5.1647,-5.2973,-3.8534,-4.8449,-5.181,-3.4655,-0.6555,-2.3098,-6.4728,-1.761,-3.935,-3.7483,-3.0031,-5.5916,-2.0747,-5.3538,-3.7168,-4.0607,-0.9174,-4.2006,-4.1405,-3.0806,-4.9072,-1.6705,-4.8611,-4.349,-2.1157,-2.6397,-4.1048,-3.4554,-5.7268,-2.6148,-0.8538,-3.1375,-6.2846,-7.8239,-4.9202,-1.692,0.5635,-3.800991
197510,-1.8286,0.5201,1.6799,1.9987,3.6773,1.6299,0.0405,1.5262,0.3343,1.5699,4.3931,-0.2727,2.1093,3.2039,0.1397,-0.5941,4.0242,3.9347,4.5048,4.2925,1.9602,4.2304,7.7044,2.6704,5.0204,2.2787,3.0963,0.6693,1.8306,2.3171,5.5349,0.4026,2.6043,0.6647,1.4745,2.5401,2.0546,2.1828,7.4429,4.4128,3.2109,1.1626,0.3686,2.0677,1.6919,-0.7622,2.307,3.2527,4.7968,-0.8317,6.4459,0.4598,4.0346,3.2384,4.743,4.6023,7.1475,9.0794,1.7965,0.0175,2.5437,5.3142,5.3629,7.4027,2.011,2.6219,6.1982,10.7539,6.984,1.3708,7.8844,5.1087,6.1091,6.799,8.5427,4.6605,8.8317,7.8254,6.517,2.8307,5.1117,9.3348,8.2124,9.7241,7.8125,4.5195,4.4288,4.3319,-0.175,0.8526,7.6693,3.8458,9.3627,7.9266,8.6731,5.6396,8.0747,8.2203,4.9482,5.2283,0.7732,5.58566
197511,-0.236,0.7852,3.807,3.1076,3.9624,3.0322,2.9546,0.8295,3.5552,2.1407,-0.1058,0.4466,3.6004,3.0823,3.4482,0.1363,0.4485,4.115,3.9317,2.6605,-2.0777,4.7972,8.5992,4.2219,2.2015,-0.8075,5.0384,2.6182,2.3116,4.9197,2.7928,1.8044,2.5437,2.0609,1.869,-1.1924,5.2591,3.6104,3.4823,-1.3119,-2.2253,3.2075,-0.7355,3.0457,3.2153,3.0126,4.0064,1.5549,1.4654,1.9922,3.3657,1.0283,5.495,3.0438,3.3736,5.3874,1.9544,5.4484,4.4171,5.2605,5.9843,3.9063,3.9773,5.329,3.1753,-0.1376,6.5589,4.4361,2.0427,3.8023,5.6817,5.8825,4.9395,6.9856,5.2742,3.1364,3.7452,1.6934,5.2659,1.7795,5.4307,3.3781,2.148,2.7541,2.4637,3.5531,3.8615,0.4466,-0.4501,-0.432,10.2858,3.6183,5.3764,2.0559,3.993,1.3299,2.2638,1.5229,4.062,1.905,0.4563,3.12216
197512,-0.4349,-2.2237,-2.0641,-1.756,-4.1641,-1.6228,-1.6137,-1.1311,-3.3025,-0.3973,-1.0458,-0.8908,-1.3819,-0.4272,-1.6363,-2.9368,-0.2359,0.4599,-1.9893,0.39,-1.9258,-2.4549,-4.7025,-1.0669,-1.5301,-1.4234,-2.1609,-1.4393,-0.5181,-0.4291,-0.6598,-1.7176,-2.6367,-1.2485,0.8325,-1.7518,-0.3255,-1.8921,0.1019,-2.0693,2.2559,-0.4882,3.1694,-3.1171,1.6354,0.7699,-0.1206,-1.3893,-2.2113,-0.805,4.5155,-1.9122,0.4909,-2.5363,0.6112,-2.3461,-0.4162,3.7527,-1.8749,-1.309,0.0471,-1.6543,1.66,-1.6036,-0.3643,3.7455,-1.187,0.7179,-2.9122,-2.0758,1.2834,-0.584,-1.1763,-1.433,-1.7095,0.1938,0.6248,-3.8296,-1.8296,-0.8169,-1.3771,-1.5349,2.5664,-1.7287,0.4431,0.1786,-0.9195,2.2664,1.2148,0.1445,-2.469,-1.6716,-4.2062,-2.3369,0.3559,-1.822,-1.7311,-2.9406,-2.0355,-1.4235,0.5876,-1.099771
197601,24.1735,22.1158,23.8929,19.7291,19.7445,22.4574,20.1722,21.6008,21.0826,18.2748,25.6836,18.141,20.6308,25.7568,19.3198,17.9541,19.5273,18.9225,20.2683,20.3852,27.8402,21.4643,21.2966,16.0461,17.6466,15.4032,20.7434,20.6368,20.0346,17.6235,27.4801,20.1724,18.9844,15.378,14.8909,16.2433,15.0687,14.3149,20.6469,14.4668,20.483,20.4294,15.0777,20.6388,15.6206,16.0795,13.553,18.3756,15.202,17.2957,14.2113,23.6095,11.9444,17.2329,12.3897,15.305,15.6426,19.7378,14.028,18.8637,18.9567,13.9718,16.8905,14.4221,13.3332,13.5219,18.3317,12.2046,15.8227,19.296,11.7459,15.851,13.3224,14.5168,13.2529,18.6469,13.292,16.6592,13.4222,10.3387,12.0743,11.8792,17.2232,16.3788,10.8995,8.0426,16.0891,11.8182,11.907,13.072,8.7427,5.6165,9.0366,10.6118,8.6785,13.4133,12.2508,12.0493,10.3144,11.7156,0.5474,12.60122
197602,18.6873,14.3422,13.2393,13.9051,12.6302,12.684,12.2362,10.8198,8.4281,10.9935,12.2123,9.2133,9.46,6.0719,8.2796,6.8456,6.617,11.1552,11.3299,11.9159,10.3198,4.1603,7.2117,8.9767,5.6781,4.7562,7.4275,9.5691,6.5226,11.8161,12.7223,10.676,10.1998,7.2675,13.4552,3.0336,4.7617,6.8374,3.0366,9.7407,3.1317,9.7601,4.112,6.3918,3.9013,3.54,6.5881,7.0038,3.7598,6.7423,9.8776,4.8384,2.6607,5.4303,1.9734,3.538,6.0676,8.1643,6.1946,10.2427,5.1947,5.9297,1.1961,2.3056,5.9318,2.8578,3.2295,0.4477,4.4772,7.445,2.2538,-1.2198,3.8629,-1.2478,3.211,3.3096,-0.6718,4.8654,3.8289,2.0454,7.641,0.0746,1.8802,3.1426,2.701,-1.7747,-0.0187,1.2504,1.6531,1.9055,0.1168,-1.3714,1.063,-4.282,1.4909,-4.0594,-2.0981,-3.0323,-3.8751,-1.7419,0.349,0.7309603
